2020-12-02 14:11:56.120587, 40
2020-12-02 14:11:57.122393, 40
2020-12-02 14:11:58.124045, 30
2020-12-02 14:11:59.134793, 36
2020-12-02 14:12:00.139006, 37
2020-12-02 14:12:01.141861, 34
2020-12-02 14:12:02.143037, 33
2020-12-02 14:12:03.143295, 33
2020-12-02 14:12:04.144753, 31
2020-12-02 14:12:05.151308, 38
2020-12-02 14:12:06.158354, 29
2020-12-02 14:12:07.159603, 29
2020-12-02 14:12:08.160231, 29
2020-12-02 14:12:09.161261, 29
2020-12-02 14:12:10.162713, 32
2020-12-02 14:12:11.163148, 30
2020-12-02 14:12:12.163213, 37
2020-12-02 14:12:13.170616, 30
2020-12-02 14:12:14.172213, 28
2020-12-02 14:12:15.182802, 36
2020-12-02 14:12:16.188226, 35
2020-12-02 14:12:17.189869, 31
2020-12-02 14:12:18.190077, 35
2020-12-02 14:12:19.193314, 28
2020-12-02 14:12:20.193508, 39
2020-12-02 14:12:21.200153, 30
2020-12-02 14:12:22.210176, 28
2020-12-02 14:12:23.211653, 36
2020-12-02 14:12:24.217149, 32
2020-12-02 14:12:25.218437, 29
2020-12-02 14:12:26.223769, 37
2020-12-02 14:12:27.231723, 32
2020-12-02 14:12:28.240323, 29
2020-12-02 14:12:29.241949, 40
2020-12-02 14:12:30.256356, 32
2020-12-02 14:12:31.256576, 29
2020-12-02 14:12:32.258342, 39
2020-12-02 14:12:33.262672, 35
2020-12-02 14:12:34.268528, 35
2020-12-02 14:12:35.269056, 34
2020-12-02 14:12:36.279726, 28
2020-12-02 14:12:37.280876, 28
2020-12-02 14:12:38.282051, 35
2020-12-02 14:12:39.284984, 28
2020-12-02 14:12:40.289216, 34
2020-12-02 14:12:41.291219, 35
2020-12-02 14:12:42.292460, 28
2020-12-02 14:12:43.295453, 32
2020-12-02 14:12:44.296940, 30
2020-12-02 14:12:45.300193, 33
2020-12-02 14:12:46.302935, 28
2020-12-02 14:12:47.304825, 32
2020-12-02 14:12:48.319170, 37
2020-12-02 14:12:49.320820, 34
2020-12-02 14:12:50.321794, 39
2020-12-02 14:12:51.322814, 37
2020-12-02 14:12:52.326224, 39
2020-12-02 14:12:53.330650, 33
2020-12-02 14:12:54.332576, 36
2020-12-02 14:12:55.332894, 34
2020-12-02 14:12:56.336269, 36
2020-12-02 14:12:57.338144, 34
2020-12-02 14:12:58.340382, 38
2020-12-02 14:12:59.341436, 31
2020-12-02 14:13:00.341579, 37
2020-12-02 14:13:01.343236, 35
2020-12-02 14:13:02.352654, 28
2020-12-02 14:13:03.353940, 31
2020-12-02 14:13:04.362307, 35
2020-12-02 14:13:05.369828, 34
2020-12-02 14:13:06.372042, 38
2020-12-02 14:13:07.383714, 40
2020-12-02 14:13:08.385096, 39
2020-12-02 14:13:09.387619, 39
2020-12-02 14:13:10.390054, 33
2020-12-02 14:13:11.392929, 37
2020-12-02 14:13:12.393704, 34
2020-12-02 14:13:13.394310, 33
2020-12-02 14:13:14.398053, 30
2020-12-02 14:13:15.398398, 40
2020-12-02 14:13:16.402319, 36
2020-12-02 14:13:17.402337, 35
2020-12-02 14:13:18.411106, 35
2020-12-02 14:13:19.418934, 32
2020-12-02 14:13:20.420606, 34
2020-12-02 14:13:21.421701, 28
2020-12-02 14:13:22.423412, 32
2020-12-02 14:13:23.437709, 31
2020-12-02 14:13:24.439627, 34
2020-12-02 14:13:25.442636, 30
2020-12-02 14:13:26.454041, 39
2020-12-02 14:13:27.456968, 37
2020-12-02 14:13:28.458990, 33
2020-12-02 14:13:29.460140, 35
2020-12-02 14:13:30.469317, 32
2020-12-02 14:13:31.471041, 28
2020-12-02 14:13:32.480141, 30
2020-12-02 14:13:33.488216, 39
2020-12-02 14:13:34.490446, 34
2020-12-02 14:13:35.502035, 34
2020-12-02 14:13:36.503237, 36
2020-12-02 14:13:37.508117, 40
2020-12-02 14:13:38.514474, 38
2020-12-02 14:13:39.516122, 40
2020-12-02 14:13:40.517349, 37
2020-12-02 14:13:41.519928, 34
2020-12-02 14:13:42.520976, 37
2020-12-02 14:13:43.521471, 35
2020-12-02 14:13:44.523020, 34
2020-12-02 14:13:45.523212, 40
2020-12-02 14:13:46.525088, 29
2020-12-02 14:13:47.600523, 30
2020-12-02 14:13:48.601289, 34
2020-12-02 14:13:49.602064, 35
2020-12-02 14:13:50.611075, 29
2020-12-02 14:13:51.616887, 30
2020-12-02 14:13:52.620175, 39
2020-12-02 14:13:53.621848, 35
2020-12-02 14:13:54.632669, 36
2020-12-02 14:13:55.633674, 39
2020-12-02 14:13:56.636083, 28
2020-12-02 14:13:57.636878, 28
2020-12-02 14:13:58.636912, 39
2020-12-02 14:13:59.638539, 35
2020-12-02 14:14:00.639076, 37
2020-12-02 14:14:01.641080, 37
2020-12-02 14:14:02.641799, 35
2020-12-02 14:14:03.644709, 39
2020-12-02 14:14:04.646509, 30
2020-12-02 14:14:05.648585, 39
2020-12-02 14:14:06.649689, 30
2020-12-02 14:14:07.650041, 40
2020-12-02 14:14:08.658523, 39
2020-12-02 14:14:09.670259, 28
2020-12-02 14:14:10.690735, 38
2020-12-02 14:14:11.700379, 29
2020-12-02 14:14:12.702116, 31
2020-12-02 14:14:13.703251, 39
2020-12-02 14:14:14.719894, 38
2020-12-02 14:14:15.720538, 40
2020-12-02 14:14:16.723366, 30
2020-12-02 14:14:17.734707, 32
2020-12-02 14:14:18.740689, 37
2020-12-02 14:14:19.761219, 30
2020-12-02 14:14:20.766079, 31
2020-12-02 14:14:21.808113, 31
2020-12-02 14:14:22.809981, 32
2020-12-02 14:14:23.814814, 36
2020-12-02 14:14:24.817692, 40
2020-12-02 14:14:25.848639, 32
2020-12-02 14:14:26.850440, 39
2020-12-02 14:14:27.852369, 34
2020-12-02 14:14:28.853087, 29
2020-12-02 14:14:29.853900, 34
2020-12-02 14:14:30.863446, 37
2020-12-02 14:14:31.867379, 29
2020-12-02 14:14:32.871848, 28
2020-12-02 14:14:33.879050, 32
2020-12-02 14:14:34.884505, 33
2020-12-02 14:14:35.888496, 29
